,Word,Frequency
3135,今日から10日間のみビットコイン（bitcoin）を毎日プレゼントします🎁#残り5日 抽選で1名の方に 「10万円相当のBTC」,1
3136,をプレゼントします！ 応募期間 6月27日まで,1
3137,応募期間 6月27日まで 参加条件,1
3138,6月27日まで 参加条件 ・当アカウントをフォロー,1
3139,According to this,1
3140,to this #Bitcoin,1
3141,"this #Bitcoin analysis,",1
3142,"#Bitcoin analysis, if",1
3143,"analysis, if we",1
3144,if we factor,1
3145,we factor in,1
3146,factor in that,1
3147,in that the,1
3148,that the bull,1
3149,the bull cycles,1
3150,bull cycles are,1
3151,cycles are getting,1
3152,are getting longer,1
3153,getting longer and,1
3154,"longer and longer,",1
3155,"and longer, then",1
3156,"longer, then that",1
3157,then that would,1
3158,that would give,1
3159,would give us,1
3160,give us a,1
3161,us a blow-off,1
3162,a blow-off top,1
3163,blow-off top between,1
3164,top between November,1
3165,between November 2021,1
3166,November 2021 and,1
3167,2021 and September,1
3168,and September 2022,1
3169,September 2022 with,1
3170,2022 with a,1
3171,with a price,1
3172,a price of,1
3173,"price of $300,000",1
3174,"of $300,000 -",1
3175,"$300,000 - $558,000.",1
3176,"- $558,000. Don’t",1
3177,"$558,000. Don’t panic",1
3178,Don’t panic because,1
3179,panic because of,1
3180,because of this,1
3181,of this correction!,1
3182,this correction! https://t.co/T0x6w0xoYk,1
3183,#Bitcoin miner outflows,1
3184,miner outflows hit,1
3185,outflows hit a,1
3186,hit a 5-year,1
3187,a 5-year low,1
3188,5-year low yesterday.,1
3189,low yesterday. Miners,1
3190,yesterday. Miners are,1
3191,Miners are not,1
3192,are not selling,1
3193,not selling much,1
3194,selling much these,1
3195,much these days.,1
3196,these days. https://t.co/AXOFdbYMTc,1
3197,"@michael_saylor Sure, I",1
3198,"Sure, I recommend",1
3199,I recommend the,1
3200,"use of #Bitcoin,",1
3201,"of #Bitcoin, and",1
3202,"#Bitcoin, and me",1
3203,"to accept #Bitcoin,",1
3204,"accept #Bitcoin, if",1
3205,"#Bitcoin, if you",1
3206,if you need,1
3207,you need more,1
3208,need more details,1
3209,more details or,1
3210,details or information,1
3211,or information follow,1
3212,information follow me,1
3213,follow me on,1
3214,me on my,1
3215,on my Twitter,1
3216,my Twitter account,1
3217,Twitter account 😌.,1
3218,"That’s totally right,",1
3219,"totally right, #Bitcoin",1
3220,"right, #Bitcoin is",1
3221,"gold, but too",1
3222,but too much,1
3223,too much more,1
3224,"much more portable,",1
3225,"more portable, transport",1
3226,"portable, transport #Bitcoin",1
3227,transport #Bitcoin is,1
3228,#Bitcoin is so,1
3229,is so much,1
3230,so much easier,1
3231,much easier than,1
3232,easier than having,1
3233,than having your,1
3234,having your in,1
3235,your in pockets,1
3236,in pockets gold,1
3237,pockets gold bars,1
3238,gold bars 🤪…,1
3239,bars 🤪… and,1
3240,🤪… and i,1
3241,and i know,1
3242,i know that,1
3243,know that I’m,1
3244,that I’m going,1
3245,I’m going to,1
3246,going to be,1
3247,to be attacked,1
3248,be attacked by,1
3249,attacked by gold,1
3250,by gold lovers,1
3251,gold lovers 😜😌,1
3252,Bitcoin v Ripple,1
3253,v Ripple https://t.co/YlU1Plry8t,1
3254,$240 in #Bitcoin,1
3255,if I wake,1
3256,I wake up,1
3257,wake up to,1
3258,up to 240k.,1
3259,to 240k. Just,1
3260,240k. Just retweet,1
3261,When everyone is,1
3262,everyone is talking,2
3263,is talking about,2
3264,talking about #bitcoin’s,1
3265,"about #bitcoin’s problems,",1
3266,"#bitcoin’s problems, that’s",1
3267,"problems, that’s when",1
3268,that’s when you,1
3269,"when you ___,",1
3270,"you ___, because",1
3271,"___, because everyone",1
3272,because everyone is,1
3273,talking about #bitcoin.,1
3274,Bottom’s in y’all.,1
3275,in y’all. Teen,1
3276,y’all. Teen Executive,1
3277,Teen Executive buying,1
3278,Executive buying Bitcoin.,1
3279,buying Bitcoin. https://t.co/QAo2m5CJcX,1
3280,"""Asymmetric opportunities: Invest",1
3281,opportunities: Invest in,1
3282,Invest in startups,1
3283,in startups Start,1
3284,startups Start a,1
3285,Start a company,1
3286,a company Create,1
3287,company Create a,1
3288,"Create a book,",1
3289,"a book, podcast,",1
3290,"book, podcast, video",1
3291,"podcast, video Create",1
3292,video Create a,1
3293,Create a (software),1
3294,a (software) product,1
3295,(software) product Go,1
3296,product Go on,1
3297,Go on many,1
3298,on many first,1
3299,many first dates,1
3300,first dates Go,1
3301,dates Go to,1
3302,Go to a,1
3303,to a cocktail,1
3304,a cocktail party,1
3305,cocktail party Read,1
3306,party Read a,1
3307,Read a Lindy,1
3308,a Lindy book,1
3309,Lindy book Move,1
3310,book Move to,1
3311,Move to a,1
3312,to a big,1
3313,a big city,1
3314,big city Buy,1
3315,city Buy Bitcoin,1
3316,"Buy Bitcoin Tweet.""",1
3317,"Bitcoin Tweet."" @naval",1
3318,Nothing is as,1
3319,is as certain,1
3320,as certain as,1
3321,certain as 21,1
3322,as 21 million,1
3323,21 million bitcoin.,1
3324,million bitcoin. https://t.co/7wy7wG3Jqa,1
3325,Bitcoin isn't just,1
3326,isn't just going,1
3327,just going to,1
3328,"going to zero,",1
3329,"to zero, it's",1
3330,"zero, it's going",1
3331,it's going to,1
3332,going to six,1
3333,to six zeros,1
3334,six zeros with,1
3335,zeros with a,1
3336,with a one,1
3337,a one in,1
3338,one in front,1
3339,in front of,1
3340,front of it.,1
3341,Why Nassim Taleb,1
3342,Nassim Taleb Thinks,1
3343,Taleb Thinks Bitcoin,1
3344,Thinks Bitcoin is,1
3345,Bitcoin is Going,1
3346,is Going to,1
3347,Going to Zero,1
3348,to Zero Dollars:,1
3349,Zero Dollars: Explained,1
3350,Dollars: Explained in,1
3351,Explained in 4,1
3352,in 4 Minutes,1
3353,4 Minutes https://t.co/G4Bn7Dqy33,1
3354,Minutes https://t.co/G4Bn7Dqy33 #bitcoin,1
3355,https://t.co/G4Bn7Dqy33 #bitcoin #bitcoinblackpaper,1
3356,#bitcoin #bitcoinblackpaper #BitcoinCrash,1
3357,#bitcoinblackpaper #BitcoinCrash #BTCUSD,1
3358,you are hoping,1
3359,are hoping to,1
3360,hoping to preserve,1
3361,to preserve your,1
3362,preserve your wealth,1
3363,your wealth for,1
3364,wealth for a,1
3365,"for a generation,",1
3366,"a generation, @RicardoBSalinas",1
3367,"generation, @RicardoBSalinas suggests",1
3368,@RicardoBSalinas suggests you,1
3369,suggests you invest,1
3370,you invest in,1
3371,invest in #bitcoin.,1
3372,in #bitcoin. The,1
3373,#bitcoin. The strategy,1
3374,The strategy is,1
3375,strategy is simple,1
3376,is simple -,1
3377,simple - choose,1
3378,- choose the,1
3379,choose the highest,1
3380,the highest quality,1
3381,highest quality asset,1
3382,quality asset you,1
3383,asset you can,1
3384,you can find,1
3385,can find and,1
3386,find and #hodl.,1
3387,"2008: idea, 1",1
3388,"idea, 1 CPU",1
3389,1 CPU =,1
3390,CPU = 1,1
3391,= 1 vote,1
3392,1 vote 2021:,1
3393,vote 2021: mining,1
3394,2021: mining becomes,1
3395,mining becomes a,1
3396,becomes a geopolitical,1
3397,a geopolitical decision,1
3398,geopolitical decision concerning,1
3399,decision concerning monetary,1
3400,concerning monetary policy,1
3401,monetary policy and,1
3402,policy and the,1
3403,and the wealth,1
3404,the wealth of,1
3405,wealth of nations,1
3406,of nations There’s,1
3407,nations There’s a,1
3408,There’s a trajectory,1
3409,a trajectory worth,1
3410,trajectory worth observing,1
3411,worth observing here.,1
3412,observing here. And,1
3413,here. And I,1
3414,And I notice,1
3415,I notice that,1
3416,notice that #bitcoin,1
3417,#bitcoin is still,1
3418,is still only,1
3419,still only at,1
3420,only at 2%,1
3421,at 2% global,1
3422,2% global adoption.,1
3423,Here is a,1
3424,is a video,1
3425,a video of,1
3426,video of Mexico’s,1
3427,of Mexico’s third,1
3428,Mexico’s third wealthiest,1
3429,third wealthiest man,1
3430,wealthiest man explaining,1
3431,man explaining why,1
3432,explaining why he,1
3433,why he believes,1
3434,he believes all,1
3435,believes all fiat,1
3436,all fiat currencies,1
3437,fiat currencies are,1
3438,currencies are a,1
3439,are a fraud,1
3440,a fraud and,1
3441,fraud and he,1
3442,and he wants,1
3443,he wants to,1
3444,wants to hold,1
3445,to hold bitcoin,1
3446,hold bitcoin over,1
3447,over the next,1
3448,the next 30,1
3449,next 30 years.,1
3450,30 years. Incredible,1
3451,years. Incredible to,1
3452,Incredible to see,1
3453,to see this,1
3454,see this from,1
3455,this from @RicardoBSalinas,1
3456,from @RicardoBSalinas given,1
3457,@RicardoBSalinas given his,1
3458,given his historic,1
3459,his historic wealth,1
3460,historic wealth and,1
3461,wealth and success.,1
3462,and success. https://t.co/FDVPxgWfFj,1
3463,Tesla CEO Elon,1
3464,CEO Elon Musk,1
3465,Musk and Twitter,1
3466,and Twitter CEO,1
3467,Twitter CEO Jack,1
3468,CEO Jack Dorsey,1
3469,"have ""the talk""",1
3470,"""the talk"" at",1
3471,"talk"" at the",1
3472,at the #bitcoin,1
3473,the #bitcoin event,1
3474,#bitcoin event called,1
3475,"event called ""The",1
3476,"called ""The B",1
3477,"""The B Word.""",1
3478,"B Word."" #cryptocurrency",1
3479,"Word."" #cryptocurrency #elonmusk",1
3480,#cryptocurrency #elonmusk https://t.co/FIxq61wLsT,1
3481,China tried to,1
3482,tried to kill,1
3483,to kill #bitcoin,1
3484,kill #bitcoin and,1
3485,#bitcoin and it,1
3486,and it didn't,1
3487,it didn't die.,1
3488,didn't die. Let,1
3489,die. Let that,1
3490,Let that sink,1
3491,that sink in,1
3492,sink in and,1
3493,in and then,1
3494,and then act,1
3495,then act accordingly.,1
3496,#Bitcoin is love,1
3497,is love https://t.co/vZjRPMNCVJ,1
3498,Be the person,1
3499,the person that,1
3500,person that has,1
3501,that has $100k,1
3502,has $100k in,1
3503,$100k in #Bitcoin,1
3504,in #Bitcoin and,1
3505,#Bitcoin and a,1
3506,and a $10k,1
3507,a $10k car.,1
3508,$10k car. Don’t,1
3509,car. Don’t be,1
3510,Don’t be the,1
3511,be the person,1
3512,the person with,1
3513,person with a,1
3514,with a $100k,1
3515,a $100k car,1
3516,$100k car and,1
3517,car and $10k,1
3518,and $10k in,1
3519,$10k in #Bitcoin,1
3520,"""#Bitcoin should be",1
3521,should be part,1
3522,of every investor's,1
3523,"every investor's portfolio""",1
3524,"investor's portfolio"" ""The",1
3525,"portfolio"" ""The fraud",1
3526,"""The fraud FIAT",1
3527,fraud FIAT is,1
3528,FIAT is inherent,1
3529,is inherent to,1
3530,inherent to the,1
3531,to the FIAT,1
3532,the FIAT system,1
3533,FIAT system and,1
3534,system and we,1
3535,and we can,1
3536,we can see,1
3537,can see it,1
3538,see it today,1
3539,it today in,1
3540,today in the,1
3541,in the USA...the,1
3542,the USA...the dollar,1
3543,USA...the dollar as,1
3544,dollar as hard,1
3545,as hard money,1
3546,hard money is,1
3547,money is a,1
3548,"is a joke""",1
3549,"a joke"" -",1
3550,"joke"" - Ricardo",1
3551,Salinas Pliego @RicardoBSalinas,1
3552,Pliego @RicardoBSalinas (Mexican,1
3553,"@RicardoBSalinas (Mexican billionaire,",1
3554,"(Mexican billionaire, 3rd",1
3555,"billionaire, 3rd richest)",1
3556,3rd richest) CC:,1
3557,richest) CC: @michael_saylor,1
3558,CC: @michael_saylor https://t.co/InkjLQWCoe,1
3559,#Bitcoin now =,1
3560,now = 130M,1
3561,= 130M users,2
3562,130M users Internet,1
3563,users Internet in,1
3564,Internet in 1997,1
3565,in 1997 =,1
3566,1997 = 130M,1
3567,This is #Bitcoin🇵🇾,1
3568,The largest infrastructure,1
3569,largest infrastructure displacement,1
3570,infrastructure displacement in,1
3571,displacement in modern,1
3572,modern history is,1
3573,history is taking,1
3574,is taking place—roughly,1
3575,taking place—roughly 45%,1
3576,place—roughly 45% of,1
3577,45% of the,1
3578,of the #Bitcoin,1
3579,the #Bitcoin mining,1
3580,#Bitcoin mining industry,1
3581,mining industry is,1
3582,industry is relocating,1
3583,is relocating continents.,1
3584,relocating continents. Does,1
3585,continents. Does this,1
3586,Does this affect,1
3587,this affect users?,1
3588,affect users? Blocks,1
3589,users? Blocks may,1
3590,Blocks may take,1
3591,may take an,1
3592,take an extra,1
3593,an extra minute,1
3594,extra minute to,1
3595,minute to be,1
3596,"to be mined,",1
3597,"be mined, temporarily.",1
3598,"mined, temporarily. Other",1
3599,temporarily. Other than,1
3600,"Other than that,",1
3601,"than that, #Bitcoin",1
3602,"that, #Bitcoin is",1
3603,#Bitcoin is completely,1
3604,is completely unaffected.,1
3605,completely unaffected. https://t.co/1bUNqRZXLS,1
3606,Iran sells energy,1
3607,sells energy on,1
3608,energy on global,1
3609,on global markets,1
3610,global markets by,1
3611,markets by using,1
3612,by using #Bitcoin,1
3613,using #Bitcoin mining,1
3614,#Bitcoin mining to,1
3615,mining to bypass,1
3616,to bypass US,1
3617,bypass US sanctions.,1
3618,US sanctions. It,1
3619,sanctions. It uses,1
3620,It uses electricity,1
3621,uses electricity equivalent,1
3622,electricity equivalent to,1
3623,equivalent to 10,1
3624,to 10 million,1
3625,10 million barrels,1
3626,million barrels of,1
3627,barrels of crude,1
3628,of crude oil,1
3629,crude oil each,1
3630,oil each year,1
3631,each year for,1
3632,year for #Bitcoin,1
3633,for #Bitcoin mining,1
3634,#Bitcoin mining -,1
3635,mining - around,1
3636,- around 4%,1
3637,around 4% of,1
3638,4% of total,1
3639,of total Iranian,1
3640,total Iranian oil,1
3641,Iranian oil Iran,1
3642,oil Iran generates,1
3643,Iran generates 100s,1
3644,generates 100s of,1
3645,100s of millions,1
3646,of millions in,1
3647,millions in USD,1
3648,in USD in,1
3649,USD in #Bitcoin,1
3650,in #Bitcoin -,1
3651,#Bitcoin - Reuters,1
3652,Gran sábado de,1
3653,"sábado de verano,",1
3654,"de verano, como",1
3655,"verano, como para",1
3656,como para estar,1
3657,para estar en,1
3658,estar en una,1
3659,en una playa,1
3660,una playa #Bitcoin,1
3661,playa #Bitcoin 🇸🇻,1
3662,#Bitcoin 🇸🇻 https://t.co/HVkgb5BV1S,1
3663,#Bitcoin sponsored car,1
3664,sponsored car in,1
3665,car in 1st,1
3666,in 1st place,1
3667,1st place in,1
3668,place in the,1
3669,in the South,1
3670,the South American,1
3671,South American TCR,1
3672,American TCR series!,1
3673,TCR series! 🙌,1
3674,series! 🙌 https://t.co/LI0kEX6KZD,1
3675,Wow. #bitcoin miners,1
3676,#bitcoin miners leaving,1
3677,"miners leaving China,",1
3678,"leaving China, deploying",1
3679,"China, deploying everywhere",1
3680,deploying everywhere else.,1
3681,everywhere else. https://t.co/z0nW5zK87A,1
3682,We are giving,1
3683,are giving out,1
3684,giving out $10,1
3685,out $10 in,1
3686,$10 in #bitcoin,1
3687,in #bitcoin to,1
3688,#bitcoin to all,1
3689,to all the,1
3690,all the waiters,1
3691,the waiters and,1
3692,waiters and $20,1
3693,and $20 to,1
3694,$20 to the,1
3695,to the managers,1
3696,the managers in,1
3697,managers in this,1
3698,in this amazing,1
3699,this amazing restaurant,1
3700,amazing restaurant called,1
3701,restaurant called La,1
3702,called La Pampa,1
3703,La Pampa in,1
3704,Pampa in San,1
3705,"in San Salvador,",1
3706,"San Salvador, El",1
3707,"Salvador, El Salvador",1
3708,Salvador 🇸🇻 Bitcoin,1
3709,🇸🇻 Bitcoin will,1
3710,Bitcoin will bring,1
3711,will bring riches,1
3712,bring riches to,1
3713,riches to #ElSalvador,1
3714,to #ElSalvador @romanmartinezc,1
3715,#ElSalvador @romanmartinezc @nayibbukele,1
3716,@romanmartinezc @nayibbukele @jorgebitcoinES,1
3717,@nayibbukele @jorgebitcoinES @Bitcoinbeach,1
3718,@jorgebitcoinES @Bitcoinbeach @DocumentingBTC,1
3719,@Bitcoinbeach @DocumentingBTC https://t.co/dXhdgRztRs,1
3720,Someone just sent,1
3721,just sent $61m,1
3722,sent $61m #Bitcoin,1
3723,$61m #Bitcoin Total,1
3724,#Bitcoin Total cost:,1
3725,Total cost: $8.42,1
3726,cost: $8.42 Try,1
3727,$8.42 Try that,1
3728,Try that with,1
3729,that with gold!,1
3730,Given the growth,1
3731,the growth of,1
3732,growth of #Bitcoin,1
3733,of #Bitcoin this,1
3734,#Bitcoin this will,1
3735,this will prove,1
3736,will prove to,1
3737,prove to be,1
3738,to be a,1
3739,be a TRILLION,1
3740,a TRILLION dollar,1
3741,TRILLION dollar mistake,1
3742,dollar mistake by,1
3743,mistake by China,1
3744,by China -,1
3745,China - @Michael_Saylor,1
3746,- @Michael_Saylor 💯,1
3747,@Michael_Saylor 💯 ✊,1
3748,"This is Bitcoin,",1
3749,"is Bitcoin, but",1
3750,"Bitcoin, but the",1
3751,but the crypto,1
3752,the crypto market,2
3753,crypto market all,1
3754,market all follows,1
3755,all follows Bitcoin.,1
3756,follows Bitcoin. Historically,1
3757,Bitcoin. Historically all,1
3758,Historically all crypto,1
3759,all crypto does,1
3760,crypto does is,1
3761,does is this,1
3762,is this hype,1
3763,this hype thing,1
3764,hype thing and,1
3765,thing and this,1
3766,and this crash,1
3767,"this crash thing,",1
3768,"crash thing, over",1
3769,"thing, over and",1
3770,over and over,1
3771,and over again.,1
3772,over again. If,1
3773,again. If you,1
3774,If you bought,1
3775,you bought any,1
3776,"bought any crypto,",1
3777,"any crypto, this",1
3778,"crypto, this is",1
3779,this is what,1
3780,is what you,1
3781,what you signed,1
3782,you signed up,1
3783,signed up for.,1
3784,up for. I,1
3785,for. I know,1
3786,I know the,1
3787,know the ride,1
3788,the ride is,1
3789,ride is new,1
3790,is new for,1
3791,new for some,1
3792,"for some folks,",1
3793,"some folks, but",1
3794,"folks, but it's",1
3795,but it's not,1
3796,it's not new,1
3797,not new in,1
3798,new in history.,1
3799,in history. https://t.co/h6YExuFOmo,1
3800,Today I sold,1
3801,I sold my,1
3802,sold my TESLA,1
3803,my TESLA and,1
3804,TESLA and bought,1
3805,and bought 2.24,1
3806,bought 2.24 #bitcoin,1
3807,2.24 #bitcoin https://t.co/seGJpvncs5,1
3808,Say Goodbye To,1
3809,Goodbye To Bitcoin,1
3810,To Bitcoin And,1
3811,Bitcoin And Say,1
3812,And Say Hello,1
3813,Say Hello To,1
3814,Hello To The,1
3815,To The Digital,1
3816,The Digital Dollar,1
3817,Digital Dollar https://t.co/4EyL3O9dUW,1
3818,Dollar https://t.co/4EyL3O9dUW https://t.co/qg1OE52fbD,1
3819,$250 in #Bitcoin,1
3820,I hit 240k,1
3821,hit 240k today.,1
3822,240k today. Just,1
3823,Long overdue: #bitcoin,1
3824,overdue: #bitcoin +20%,1
3825,#bitcoin +20% daily,1
3826,+20% daily return,1
3827,daily return (last:,1
3828,return (last: July,1
3829,(last: July &amp;,1
3830,July &amp; Dec,1
3831,&amp; Dec 2017),1
3832,Dec 2017) https://t.co/AXtj4khGEW,1
3833,"""The way that",1
3834,way that #Bitcoin,1
3835,that #Bitcoin mining,1
3836,#Bitcoin mining works,1
3837,mining works is,1
3838,works is the,1
3839,the most energy,2
3840,most energy efficient,2
3841,energy efficient way,1
3842,efficient way to,1
3843,way to create,1
3844,create a trusted,1
3845,a trusted digital,1
3846,trusted digital property,1
3847,digital property network.,1
3848,property network. You,1
3849,network. You put,1
3850,You put in,1
3851,put in $1,1
3852,in $1 you,1
3853,$1 you get,1
3854,you get out,1
3855,get out $200,1
3856,out $200 of,1
3857,$200 of value,1
3858,of value on,1
3859,value on Bitcoin.,1
3860,on Bitcoin. If,1
3861,Bitcoin. If Google,1
3862,If Google puts,1
3863,Google puts in,1
3864,puts in $1,1
3865,in $1 of,1
3866,$1 of energy,1
3867,of energy they'd,1
3868,energy they'd get,1
3869,they'd get out,1
3870,get out $10.,1
3871,out $10. It's,1
3872,$10. It's the,1
3873,It's the most,1
3874,"energy efficient industry.""",1
3875,"efficient industry."" -@michael_saylor",1
3876,"industry."" -@michael_saylor https://t.co/CiJxL363Jv",1
3877,And just like,1
3878,"just like that,",1
3879,"like that, Skraps",1
3880,"that, Skraps is",1
3881,Skraps is live.,1
3882,is live. Download,1
3883,live. Download on,1
3884,Download on the,1
3885,on the App,1
3886,the App Store,1
3887,App Store today,1
3888,Store today 😀,1
3889,today 😀 Invest,1
3890,😀 Invest your,1
3891,Invest your spare,1
3892,your spare change,1
3893,spare change into,1
3894,change into #Bitcoin,1
3895,into #Bitcoin with,1
3896,#Bitcoin with #SkrapsApp.,1
3897,with #SkrapsApp. https://t.co/nncZXkiEJO,1
3898,People worried about,1
3899,worried about #bitcoin,2
3900,about #bitcoin https://t.co/PRV7lo4uIm,1
3901,Banks closed. Stock,1
3902,closed. Stock market,1
3903,Stock market closed.,1
3904,market closed. Bitcoin,1
3905,closed. Bitcoin open.,1
3906,Bitcoin drops to,1
3907,"drops to 3k,",1
3908,"to 3k, everyone",1
3909,"3k, everyone sells.",1
3910,everyone sells. Bitcoin,1
3911,sells. Bitcoin smashes,1
3912,"Bitcoin smashes $100,000",1
3913,"smashes $100,000 and",1
3914,"$100,000 and everyone",1
3915,and everyone buys.,1
3916,#EconWatch: As #ElSalvador,1
3917,As #ElSalvador adopts,1
3918,"#ElSalvador adopts #Bitcoin,",1
3919,"adopts #Bitcoin, 5",1
3920,"#Bitcoin, 5 other",1
3921,5 other Latin,1
3922,other Latin American,1
3923,Latin American countries,1
3924,American countries are,1
3925,countries are considering,1
3926,are considering similar,1
3927,considering similar initiatives.,1
3928,similar initiatives. Like,1
3929,initiatives. Like El,1
3930,"Like El Salvador,",1
3931,"El Salvador, all",1
3932,"Salvador, all of",1
3933,all of these,1
3934,of these countries,1
3935,these countries score,1
3936,countries score extremely,1
3937,score extremely poorly,1
3938,extremely poorly on,1
3939,poorly on global,1
3940,on global corruption,1
3941,global corruption indices.,1
3942,corruption indices. #BTC,1
3943,indices. #BTC is,1
3944,#BTC is highly,1
3945,is highly correlated,1
3946,highly correlated with,1
3947,correlated with high,1
3948,with high levels,1
3949,high levels of,1
3950,levels of corruption.,1
3951,of corruption. https://t.co/EGToWp2bPk,1
3952,Lebanese elites moved,1
3953,elites moved +$4,1
3954,moved +$4 Billion,1
3955,+$4 Billion into,1
3956,Billion into Swiss,1
3957,into Swiss accounts,1
3958,Swiss accounts last,1
3959,accounts last year,1
3960,last year while,1
3961,year while regular,1
3962,while regular people,1
3963,regular people couldn’t,1
3964,people couldn’t withdraw,1
3965,couldn’t withdraw $100,1
3966,withdraw $100 as,1
3967,$100 as the,1
3968,as the currency,1
3969,the currency collapsed.,1
3970,currency collapsed. #Bitcoin,1
3971,collapsed. #Bitcoin fixes,1
3972,fixes this. https://t.co/BDr6RFg1uI,1
3973,The effect of,1
3974,effect of the,1
3975,of the crypto,1
3976,crypto market on,1
3977,market on graphics,1
3978,on graphics cards.,1
3979,graphics cards. Pic,1
3980,cards. Pic one,1
3981,Pic one is,1
3982,one is the,1
3983,is the RRP,1
3984,the RRP of,1
3985,RRP of the,1
3986,of the graphics,1
3987,the graphics card,1
3988,graphics card I,1
3989,card I want,1
3990,I want as,1
3991,want as per,1
3992,as per the,1
3993,per the manufacturer.,1
3994,the manufacturer. Pic,1
3995,manufacturer. Pic 2,1
3996,Pic 2 is,1
3997,2 is the,1
3998,is the price,1
3999,the price a,1
4000,price a week,1
4001,a week or,1
4002,week or so,1
4003,or so after,1
4004,so after Tesla,1
4005,after Tesla stopped,1
4006,Tesla stopped accepting,1
4007,stopped accepting bitcoin,1
4008,accepting bitcoin and,1
4009,bitcoin and the,1
4010,and the crash,1
4011,the crash started.,1
4012,crash started. Pic,1
4013,started. Pic 3,1
4014,Pic 3 is,1
4015,3 is the,1
4016,is the current,1
4017,the current price,1
4018,current price https://t.co/swugx4rzN5,1
4019,If the US,1
4020,the US government,1
4021,US government owned,1
4022,government owned every,1
4023,owned every single,1
4024,every single bitcoin,1
4025,single bitcoin and,1
4026,bitcoin and each,1
4027,and each bitcoin,1
4028,each bitcoin was,1
4029,bitcoin was worth,1
4030,was worth $1,1
4031,"worth $1 million,",1
4032,"$1 million, it",1
4033,"million, it still",1
4034,it still wouldn't,1
4035,still wouldn't be,1
4036,wouldn't be enough,1
4037,be enough to,1
4038,enough to pay,1
4039,to pay off,1
4040,pay off the,1
4041,off the US,1
4042,the US national,1
4043,US national debt.,1
4044,national debt. $1M,1
4045,debt. $1M Bitcoin,1
4046,$1M Bitcoin doesn’t,1
4047,Bitcoin doesn’t seem,1
4048,doesn’t seem so,1
4049,seem so crazy,1
4050,so crazy anymore.,1
4051,Exactly a year,1
4052,"a year ago,",1
4053,"year ago, #Bitcoin",1
4054,"ago, #Bitcoin was",1
4055,"#Bitcoin was $9,070.",1
4056,"was $9,070. Zoom",1
4057,"$9,070. Zoom out",1
4058,Zoom out and,1
4059,out and stay,1
4060,and stay bullish.,1
4061,Former New York,1
4062,New York Stock,1
4063,York Stock Exchange,1
4064,Stock Exchange president,1
4065,Exchange president @ThomasFarley,1
4066,president @ThomasFarley says,1
4067,@ThomasFarley says #Bitcoin,1
4068,says #Bitcoin could,1
4069,#Bitcoin could become,1
4070,could become a,1
4071,become a $10,1
4072,a $10 trillion,1
4073,$10 trillion market,1
4074,trillion market with,1
4075,"market with ""an",1
4076,"with ""an up,",1
4077,"""an up, and",1
4078,"up, and to",1
4079,and to the,1
4080,to the right,1
4081,"the right trend.""",1
4082,"right trend."" https://t.co/cYdcfBNkJW",1
4083,Miami supported us,1
4084,supported us while,1
4085,us while hosting,1
4086,while hosting Bitcoin,1
4087,"hosting Bitcoin 2021,",1
4088,"Bitcoin 2021, now",1
4089,"2021, now it’s",1
4090,now it’s our,1
4091,it’s our turn,1
4092,our turn to,1
4093,turn to support,1
4094,to support Miami.,1
4095,support Miami. Until,1
4096,Miami. Until the,1
4097,Until the end,1
4098,the end of,1
4099,end of the,1
4100,"of the month,",1
4101,"the month, 100%",1
4102,"month, 100% of",1
4103,100% of all,1
4104,of all ticket,1
4105,all ticket sales,1
4106,ticket sales will,1
4107,sales will be,1
4108,will be donated,1
4109,be donated to,1
4110,donated to those,1
4111,to those impacted,1
4112,those impacted by,1
4113,impacted by the,1
4114,by the Surfside,1
4115,the Surfside building,1
4116,Surfside building collapse.,1
4117,#Bitcoin will give,1
4118,will give birth,1
4119,give birth to,1
4120,birth to the,1
4121,to the biggest,1
4122,the biggest wealth,1
4123,biggest wealth transfer,1
4124,wealth transfer in,1
4125,transfer in human,1
4126,in human history!,1
4127,“The future belongs,1
4128,future belongs to,1
4129,belongs to those,1
4130,to those who,1
4131,those who believe,1
4132,who believe in,1
4133,believe in the,1
4134,in the beauty,1
4135,the beauty of,1
4136,beauty of their,1
4137,of their dreams.”,1
4138,their dreams.” -,1
4139,dreams.” - Eleanor,1
4140,- Eleanor Roosevelt,1
4141,Eleanor Roosevelt on,1
4142,Roosevelt on #Bitcoin,1
4143,I will be,1
4144,will be attending,1
4145,be attending a,1
4146,attending a UK,1
4147,a UK High,1
4148,UK High Court,1
4149,High Court hearing,1
4150,Court hearing on,1
4151,hearing on Monday,1
4152,on Monday for,1
4153,Monday for hosting,1
4154,for hosting the,1
4155,hosting the Bitcoin,1
4156,the Bitcoin whitepaper.,1
4157,Bitcoin whitepaper. The,1
4158,whitepaper. The judge,1
4159,The judge will,1
4160,judge will decide,1
4161,will decide whether,1
4162,decide whether to,1
4163,whether to order,1
4164,to order me,1
4165,order me to,1
4166,me to take,1
4167,to take it,1
4168,take it down.,1
4169,it down. If,1
4170,down. If you,1
4171,If you want,5
4172,you want to,5
4173,want to attend,1
4174,to attend (it's,1
4175,attend (it's through,1
4176,(it's through MS,1
4177,"through MS Teams),",1
4178,"MS Teams), information",1
4179,"Teams), information is",1
4180,information is available,1
4181,is available on,1
4182,available on the,1
4183,on the official,1
4184,the official court,1
4185,official court website.,1
4186,court website. https://t.co/NvwUDnKmrC,1
